,ID,has_eth_conflict_raw,unusual_insult,historical_reference,call_for_reconciliation,neutral_sentiment,negative_text_without_ethnic_conflict,sarcasm,contrast,migrantophobia,secondary_topic,correct,model_1,model_2,model_3,model
346,730427609,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
347,844781949,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
348,773336446,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
349,913823939,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
350,360063076,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
351,759218295,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
352,1069451445,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
353,1780581,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
354,842957802,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
355,439947416,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
356,461449185,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
357,1029788082,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
358,892033662,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
359,4863847,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
360,771365191,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
361,557297499,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
362,818984076,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
363,770298880,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
364,1533022,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
365,450875479,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
366,815848,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
367,459687703,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
368,822198312,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
369,513501817,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
370,768883925,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
371,693526622,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
372,564661578,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
373,839752312,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
374,890022996,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
375,2880773,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
376,815122771,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
377,818978254,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1
378,760075329,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
379,978410449,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
380,762765616,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
381,1043323724,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
